date,cat_col,average,minimum,maximum,total_sum,total_count
2022-01-01,Idaho,8244,8244,8244,8244,1
2022-01-01,Illinois,5413.666666667,3615,9011,16241,3
2022-01-01,Indiana,5154,2112,8196,10308,2
2022-01-01,Kentucky,3433,3433,3433,3433,1
2022-01-01,Louisiana,9809,9809,9809,9809,1
2022-01-01,Maryland,6630.5,5231,8030,26522,4
2022-01-01,Massachusetts,3708,3708,3708,7416,2
2022-01-01,Minnesota,5175.5,3334,7017,10351,2
2022-01-01,Mississippi,2896,2896,2896,5792,2
2022-01-01,Missouri,5704,5704,5704,5704,1
2022-01-01,Nebraska,7986,7986,7986,7986,1
2022-01-01,Nevada,5768,5768,5768,5768,1
2022-01-01,New Jersey,4039.5,3331,4748,8079,2
2022-01-01,New York,4714.375,1339,7792,37715,8
2022-01-01,North Carolina,6152.5,4080,8225,12305,2
2022-01-01,Ohio,7813,7813,7813,7813,1
2022-01-01,Oklahoma,2310,2310,2310,4620,2
2022-01-01,Oregon,1225,1225,1225,1225,1
2022-01-01,Pennsylvania,7300,7300,7300,7300,1
2022-01-01,Tennessee,2095,1655,2535,4190,2
2022-01-01,Texas,4400.416666667,600,7283,52805,12
2022-01-01,Vermont,24,24,24,24,1
2022-01-01,Virginia,5188,4284,6092,10376,2
2022-01-01,Washington,9183.5,8546,9821,18367,2
2022-01-01,,,,,,9
2022-01-02,Alabama,6935.5,5771,8100,13871,2
2022-01-02,Arizona,4981,951,7162,14943,3
2022-01-02,California,5751,313,8977,46008,8
2022-01-02,Colorado,188,188,188,188,1
2022-01-02,Delaware,7818,6333,9303,15636,2
2022-01-02,District of Columbia,5598.833333333,3280,9791,33593,6
2022-01-02,Florida,6318.923076923,3329,8825,82146,13
2022-01-02,Georgia,4654.75,2312,9616,18619,4
2022-01-02,Illinois,1216,1216,1216,1216,1
2022-01-02,Indiana,3472,3472,3472,3472,1
2022-01-02,Kansas,8857,8857,8857,8857,1
2022-01-02,Kentucky,3998,1717,6279,7996,2
2022-01-02,Louisiana,5861.333333333,3459,7435,17584,3
2022-01-02,Maryland,3336,3258,3414,6672,2
2022-01-02,Massachusetts,3840,3840,3840,3840,1
2022-01-02,Michigan,1414,1414,1414,1414,1
2022-01-02,Minnesota,9414,9414,9414,18828,2
2022-01-02,Missouri,2227,2227,2227,4454,2
2022-01-02,Nebraska,4407,4407,4407,4407,1
2022-01-02,Nevada,2752,2752,2752,2752,1
2022-01-02,New Hampshire,9719,9719,9719,19438,2
2022-01-02,New Jersey,4419,1859,7885,13257,3
2022-01-02,New Mexico,3948.5,3074,4823,7897,2
2022-01-02,New York,5686.727272727,82,9408,62554,11
2022-01-02,North Carolina,1723.5,2,3445,3447,2
2022-01-02,Ohio,4850.75,29,8063,19403,4
2022-01-02,Oregon,5796,5796,5796,11592,2
2022-01-02,Pennsylvania,4562.5,688,9685,18250,4
2022-01-02,South Carolina,4718,2257,7179,9436,2
2022-01-02,Tennessee,9578,9578,9578,9578,1
2022-01-02,Texas,5318.833333333,833,8590,31913,6
2022-01-02,Utah,492,492,492,492,1
2022-01-02,Washington,7155,5318,8992,14310,2
2022-01-02,Wisconsin,155,155,155,155,1
2022-01-02,,,,,,7
2022-01-03,Alabama,5545,5545,5545,11090,2
2022-01-03,Arizona,5767,5767,5767,5767,1
2022-01-03,California,5886.6,2119,8779,29433,5
2022-01-03,Colorado,2186,2186,2186,2186,1
2022-01-03,Connecticut,3328,3328,3328,3328,1
2022-01-03,Florida,6695,2460,9851,60255,9
2022-01-03,Georgia,4853,4853,4853,4853,1
2022-01-03,Idaho,5903,5903,5903,5903,1
2022-01-03,Illinois,8193,8193,8193,8193,1
2022-01-03,Louisiana,7097,7097,7097,21291,3
2022-01-03,Maryland,8808,8808,8808,8808,1
2022-01-03,Massachusetts,3601,3601,3601,3601,1
2022-01-03,Michigan,3935,3935,3935,7870,2
2022-01-03,Minnesota,898,898,898,898,1
2022-01-03,Missouri,2248.2,134,7540,11241,5
2022-01-03,Nebraska,1673,1673,1673,1673,1
2022-01-03,New Mexico,6847,6847,6847,20541,3
2022-01-03,New York,3267.666666667,588,4820,9803,3
2022-01-03,North Carolina,9995,9995,9995,9995,1
2022-01-03,Ohio,2509.5,1715,3304,5019,2
2022-01-03,Oregon,7201,6973,7429,14402,2
2022-01-03,South Carolina,3455,3455,3455,6910,2
2022-01-03,Tennessee,3423,1932,5888,10269,3
2022-01-03,Texas,4538.454545455,628,9329,49923,11
2022-01-03,Utah,6985,4565,8195,20955,3
2022-01-03,Virginia,4759.4,131,9249,23797,5
2022-01-03,Washington,1149,1149,1149,3447,3
2022-01-03,Wisconsin,6053,6053,6053,6053,1
2022-01-03,,,,,,14
2022-01-04,Alabama,2694,2694,2694,2694,1
2022-01-04,Arizona,4337,2635,9132,21685,5
2022-01-04,California,5354.5,216,9771,21418,4
2022-01-04,Colorado,3176,3176,3176,3176,1
2022-01-04,Connecticut,1695,1695,1695,1695,1
2022-01-04,Delaware,4391,4391,4391,4391,1
2022-01-04,District of Columbia,7744,7744,7744,7744,1
2022-01-04,Florida,4088.666666667,2173,7681,12266,3
2022-01-04,Georgia,2316,2316,2316,2316,1
2022-01-04,Hawaii,7446.5,5644,9249,14893,2
2022-01-04,Illinois,3734.5,1722,5747,7469,2
2022-01-04,Kentucky,9562,9562,9562,9562,1
2022-01-04,Maryland,3726.5,1852,5601,7453,2
2022-01-04,Massachusetts,6913,6913,6913,6913,1
2022-01-04,Minnesota,5716,2135,9297,22864,4
2022-01-04,Nebraska,1951.5,1509,2394,3903,2
2022-01-04,New Jersey,1662,1662,1662,1662,1
2022-01-04,New Mexico,5618,5618,5618,5618,1
2022-01-04,New York,5985.666666667,4931,6513,17957,3
2022-01-04,North Carolina,7169,4503,8502,21507,3
2022-01-04,Ohio,6887,5679,7556,20661,3
2022-01-04,Oregon,386,386,386,386,1
2022-01-04,Pennsylvania,1534,1534,1534,1534,1
2022-01-04,South Carolina,6735,4009,8735,20205,3
2022-01-04,Tennessee,7955,7955,7955,7955,1
2022-01-04,Texas,1495,707,2283,2990,2
2022-01-04,Virginia,4678.5,2950,9819,18714,4
2022-01-04,Washington,2698,2698,2698,2698,1
2022-01-04,,,,,,9
2022-01-05,Alabama,1882,1716,2048,3764,2
2022-01-05,California,3209.888888889,403,8335,28889,9
2022-01-05,Colorado,5025.625,2966,5813,40205,8
2022-01-05,Connecticut,5677,5677,5677,5677,1
2022-01-05,Delaware,4152,4152,4152,4152,1
2022-01-05,District of Columbia,9317,9317,9317,9317,1
2022-01-05,Florida,4710.833333333,204,7722,28265,6
2022-01-05,Georgia,7573,7573,7573,15146,2
2022-01-05,Hawaii,6944,5774,8114,13888,2
2022-01-05,Idaho,1269,1269,1269,1269,1
2022-01-05,Illinois,8596,8596,8596,8596,1
2022-01-05,Indiana,4689,2027,6020,14067,3
2022-01-05,Kansas,4185,4185,4185,4185,1
2022-01-05,Louisiana,8734,7787,9681,17468,2
2022-01-05,Massachusetts,9493,9493,9493,9493,1
2022-01-05,Minnesota,1118,312,1924,2236,2
2022-01-05,Mississippi,594,594,594,594,1
2022-01-05,New Jersey,3603,3603,3603,3603,1
2022-01-05,New Mexico,7774.5,5633,9916,15549,2
2022-01-05,New York,5128.888888889,695,8939,46160,9
2022-01-05,North Carolina,3509.5,611,6408,7019,2
2022-01-05,Ohio,4748,4689,4807,9496,2
2022-01-05,Oregon,896,896,896,896,1
2022-01-05,Pennsylvania,452,452,452,452,1
2022-01-05,South Dakota,33,33,33,33,1
2022-01-05,Tennessee,7309,7309,7309,7309,1
2022-01-05,Texas,5290.4,18,9765,52904,10
2022-01-05,Utah,2074,735,3413,4148,2
2022-01-05,Virginia,4300.666666667,281,9343,12902,3
2022-01-05,Washington,5567.333333333,3486,9558,33404,6
2022-01-05,West Virginia,4328,663,7993,8656,2
2022-01-05,Wisconsin,3489.5,3081,3898,6979,2
2022-01-05,,,,,,14
2022-01-06,Arizona,5275.333333333,3145,9293,15826,3
2022-01-06,Arkansas,5003,5003,5003,15009,3
2022-01-06,California,3009.454545455,87,8651,33104,11
2022-01-06,Colorado,3535.5,2425,4646,7071,2
2022-01-06,Connecticut,2993,2851,3277,8979,3
2022-01-06,District of Columbia,2200,113,8366,17600,8
2022-01-06,Florida,4729.8,919,9153,23649,5
2022-01-06,Georgia,549,549,549,549,1
2022-01-06,Idaho,9648,9648,9648,9648,1
2022-01-06,Illinois,3942,1418,6466,7884,2
2022-01-06,Indiana,2321,309,4333,4642,2
2022-01-06,Iowa,2753,2753,2753,2753,1
2022-01-06,Kansas,8426.5,8097,9415,33706,4
2022-01-06,Massachusetts,8616,8616,8616,8616,1
2022-01-06,Michigan,3203.5,757,5650,6407,2
2022-01-06,Minnesota,5460.5,5345,5576,10921,2
2022-01-06,Missouri,5279,870,9688,21116,4
2022-01-06,Nebraska,5769,1796,8113,17307,3
2022-01-06,Nevada,2691,2061,3321,5382,2
2022-01-06,New Mexico,8942,8942,8942,26826,3
2022-01-06,New York,7494,5256,9732,14988,2
2022-01-06,North Carolina,3828.333333333,3166,4326,11485,3
2022-01-06,Ohio,5003,5003,5003,5003,1
2022-01-06,Oregon,5111.5,2410,9322,20446,4
2022-01-06,Pennsylvania,8045,8045,8045,8045,1
2022-01-06,Tennessee,8785,8785,8785,8785,1
2022-01-06,Texas,5716.333333333,300,9290,34298,6
2022-01-06,Utah,3086,3086,3086,3086,1
2022-01-06,Virginia,6673.25,4989,8565,26693,4
2022-01-06,Washington,9727,9727,9727,9727,1
2022-01-06,,,,,,4
2022-01-07,Alabama,6970,6970,6970,6970,1
2022-01-07,Arizona,6161.5,2572,9751,12323,2
2022-01-07,Arkansas,1014,1014,1014,1014,1
2022-01-07,California,5785.25,4045,6673,23141,4
2022-01-07,Colorado,7217,7111,7270,21651,3
2022-01-07,Connecticut,2733,2733,2733,2733,1
2022-01-07,District of Columbia,1228.5,1207,1250,2457,2
2022-01-07,Florida,6182.384615385,704,9999,80371,13
2022-01-07,Georgia,3971,3971,3971,7942,2
2022-01-07,Hawaii,8128,8128,8128,16256,2
2022-01-07,Illinois,6127,3267,9834,36762,6
2022-01-07,Indiana,6552.5,3987,9118,13105,2
2022-01-07,Iowa,5580,5580,5580,5580,1
2022-01-07,Kansas,8425.5,7688,9163,16851,2
2022-01-07,Kentucky,3659,3659,3659,3659,1
2022-01-07,Louisiana,9911.5,9828,9995,19823,2
2022-01-07,Massachusetts,263,263,263,263,1
2022-01-07,Michigan,7024,7024,7024,7024,1
2022-01-07,Minnesota,6256,6256,6256,12512,2
2022-01-07,Missouri,3444,3444,3444,3444,1
2022-01-07,New Jersey,1610,1610,1610,1610,1
2022-01-07,New Mexico,9385,9385,9385,9385,1
2022-01-07,New York,5055.5,466,9192,30333,6
2022-01-07,North Carolina,3149.666666667,687,7142,9449,3
2022-01-07,Ohio,3833.666666667,964,5653,11501,3
2022-01-07,Oklahoma,4533.666666667,2045,9491,13601,3
2022-01-07,Pennsylvania,4146.8,2621,6732,20734,5
2022-01-07,Tennessee,6592,6592,6592,6592,1
2022-01-07,Texas,6473.833333333,1596,9963,77686,12
2022-01-07,Virginia,3860,534,8360,19300,5
2022-01-07,Washington,9726,9541,9911,19452,2
2022-01-07,West Virginia,6813.5,5115,8512,13627,2
2022-01-07,Wisconsin,5353,4474,5955,21412,4
2022-01-07,,,,,,6
2022-01-08,Arizona,6922.666666667,4784,7992,20768,3
2022-01-08,California,3521.3,236,8853,35213,10
2022-01-08,District of Columbia,4386.666666667,3771,5618,13160,3
2022-01-08,Florida,2744.571428571,139,6570,19212,7
2022-01-08,Georgia,5986.5,4762,8088,23946,4
2022-01-08,Illinois,664,664,664,664,1
2022-01-08,Indiana,5258,5258,5258,5258,1
2022-01-08,Iowa,4183.5,53,8314,8367,2
2022-01-08,Kansas,8848,8848,8848,8848,1
2022-01-08,Kentucky,9792,9792,9792,9792,1
2022-01-08,Louisiana,3261,1859,3962,9783,3
2022-01-08,Maryland,6091,6091,6091,12182,2
2022-01-08,Massachusetts,9610,9610,9610,9610,1
2022-01-08,Michigan,1355,1214,1496,2710,2
2022-01-08,Minnesota,4677,4677,4677,4677,1
2022-01-08,Missouri,4386,4386,4386,4386,1
2022-01-08,Nevada,1428,1428,1428,1428,1
2022-01-08,New Jersey,7014,7014,7014,7014,1
2022-01-08,New Mexico,1610,1610,1610,1610,1
2022-01-08,New York,5741,4117,7365,11482,2
2022-01-08,North Carolina,4053.5,2177,5930,8107,2
2022-01-08,Ohio,2535,2535,2535,2535,1
2022-01-08,Oklahoma,1610.5,279,4295,6442,4
2022-01-08,Pennsylvania,6714.75,2135,8913,26859,4
2022-01-08,South Carolina,3738,3738,3738,3738,1
2022-01-08,Tennessee,7789,7789,7789,7789,1
2022-01-08,Texas,6095.333333333,1347,9938,73144,12
2022-01-08,Virginia,6736,6736,6736,6736,1
2022-01-08,Washington,5083,3495,5877,15249,3
2022-01-08,Wisconsin,3321,3321,3321,3321,1
2022-01-08,,,,,,6
2022-01-09,Alabama,2882,1587,4177,5764,2
2022-01-09,Arizona,5060.5,4343,5778,10121,2
2022-01-09,California,2909.222222222,479,8084,52366,18
2022-01-09,Colorado,4444.5,3474,4768,17778,4
2022-01-09,District of Columbia,4443,1361,7525,8886,2
2022-01-09,Florida,3823.75,793,8839,30590,8
2022-01-09,Georgia,4527,4527,4527,4527,1
2022-01-09,Illinois,6150,476,9943,36900,6
2022-01-09,Indiana,3670,924,8160,11010,3
2022-01-09,Iowa,8277,8277,8277,8277,1
2022-01-09,Kansas,6397,457,9367,19191,3
2022-01-09,Kentucky,6278,6278,6278,6278,1
2022-01-09,Louisiana,4851,4851,4851,4851,1
2022-01-09,Maryland,7086.333333333,2439,9410,21259,3
2022-01-09,Massachusetts,650,650,650,650,1
2022-01-09,Michigan,211,211,211,211,1
2022-01-09,Mississippi,4421,4421,4421,4421,1
2022-01-09,Missouri,6077.75,177,9708,24311,4
2022-01-09,Nevada,4241.5,229,8254,8483,2
2022-01-09,New Jersey,8370,8370,8370,16740,2
2022-01-09,New York,3548.833333333,258,6948,21293,6
2022-01-09,North Carolina,4564.25,1872,7936,18257,4
2022-01-09,North Dakota,424,424,424,424,1
2022-01-09,Ohio,4936,3654,5762,29616,6
2022-01-09,Pennsylvania,2275,2275,2275,2275,1
2022-01-09,Tennessee,5083.333333333,1263,6777,30500,6
2022-01-09,Texas,4837.111111111,1680,7494,43534,9
2022-01-09,Utah,6545,6545,6545,6545,1
2022-01-09,Virginia,2944,2944,2944,2944,1
2022-01-09,Washington,9096,9096,9096,9096,1
2022-01-09,West Virginia,9190,9190,9190,9190,1
2022-01-09,Wisconsin,1573,1573,1573,1573,1
2022-01-09,,,,,,11
2022-01-10,Alabama,6601.5,3762,9441,13203,2
2022-01-10,Arizona,4367,4367,4367,4367,1
2022-01-10,California,7269.142857143,5324,9010,50884,7
2022-01-10,Colorado,7520,7520,7520,7520,1
2022-01-10,Connecticut,7616,7616,7616,7616,1
2022-01-10,District of Columbia,3450,3450,3450,3450,1
2022-01-10,Florida,6814.5,1956,9466,40887,6
2022-01-10,Georgia,5030,5030,5030,5030,1
2022-01-10,Indiana,4241,4241,4241,8482,2
2022-01-10,Kansas,3024,3024,3024,3024,1
2022-01-10,Kentucky,7546,7546,7546,7546,1
2022-01-10,Maryland,8725,8725,8725,8725,1
2022-01-10,Massachusetts,7209,7209,7209,7209,1
2022-01-10,Michigan,3545,3545,3545,3545,1
2022-01-10,Minnesota,1285,1285,1285,2570,2
2022-01-10,Missouri,909,909,909,909,1
2022-01-10,Montana,3015,3015,3015,3015,1
2022-01-10,Nevada,7893,7893,7893,7893,1
2022-01-10,New York,2300,752,3455,9200,4
2022-01-10,North Carolina,6391,6391,6391,6391,1
2022-01-10,Ohio,2926.5,1854,3999,5853,2
2022-01-10,Oregon,4467,214,8720,8934,2
2022-01-10,Pennsylvania,5451.333333333,298,8028,16354,3
2022-01-10,South Carolina,1711,1711,1711,1711,1
2022-01-10,Tennessee,9425,9425,9425,9425,1
2022-01-10,Texas,6373,4392,9479,31865,5
2022-01-10,Virginia,7580.142857143,2129,9619,53061,7
2022-01-10,Washington,2993,189,5797,5986,2
2022-01-10,,,,,,12
2022-01-11,Alabama,6684,6683,6685,26736,4
2022-01-11,Alaska,4048,4048,4048,4048,1
2022-01-11,Arizona,7587,7587,7587,7587,1
2022-01-11,California,6379,3732,9026,12758,2
2022-01-11,Connecticut,5079,5079,5079,5079,1
2022-01-11,Florida,4886.5,3345,6428,9773,2
2022-01-11,Georgia,3055.5,1936,4175,6111,2
2022-01-11,Hawaii,5635,3434,7836,11270,2
2022-01-11,Illinois,4832,4832,4832,9664,2
2022-01-11,Indiana,4660,734,6623,13980,3
2022-01-11,Kansas,3136,3136,3136,3136,1
2022-01-11,Louisiana,9468,9468,9468,9468,1
2022-01-11,Maryland,8396,8396,8396,8396,1
2022-01-11,Massachusetts,2775,2775,2775,2775,1
2022-01-11,Minnesota,3845,414,6670,15380,4
2022-01-11,Missouri,5868,2886,7359,17604,3
2022-01-11,New Hampshire,5591,5591,5591,5591,1
2022-01-11,New Jersey,1942,1942,1942,5826,3
2022-01-11,New York,4167.25,1205,9931,16669,4
2022-01-11,North Carolina,2843,2843,2843,2843,1
2022-01-11,Ohio,4916.4,2983,9425,24582,5
2022-01-11,Oregon,5994.5,3400,8589,11989,2
2022-01-11,Pennsylvania,2011,2011,2011,4022,2
2022-01-11,South Dakota,1216,1216,1216,1216,1
2022-01-11,Texas,5997.7,2167,9989,59977,10
2022-01-11,Utah,2488.5,1609,3368,4977,2
2022-01-11,Washington,6311,5698,6924,12622,2
2022-01-11,,,,,,13
2022-01-12,Alaska,1286,1286,1286,1286,1
2022-01-12,Arkansas,9085.5,9052,9119,18171,2
2022-01-12,California,5123.333333333,1556,8207,30740,6
2022-01-12,Colorado,1318.5,806,1831,2637,2
2022-01-12,District of Columbia,5928.25,3186,8241,23713,4
2022-01-12,Florida,2736.666666667,83,4370,8210,3
2022-01-12,Idaho,6018,6018,6018,6018,1
2022-01-12,Illinois,5246,5246,5246,5246,1
2022-01-12,Iowa,3209,3209,3209,3209,1
2022-01-12,Kansas,1883,1883,1883,1883,1
2022-01-12,Kentucky,4725,4451,5273,14175,3
2022-01-12,Louisiana,2992.5,1156,7017,11970,4
2022-01-12,Massachusetts,398,398,398,398,1
2022-01-12,Michigan,8298,8298,8298,8298,1
2022-01-12,Minnesota,623,623,623,623,1
2022-01-12,Missouri,4695.333333333,3603,5612,14086,3
2022-01-12,Nebraska,1585,1585,1585,1585,1
2022-01-12,New Hampshire,4545,4545,4545,9090,2
2022-01-12,New Jersey,5589,5589,5589,5589,1
2022-01-12,New Mexico,5100,5100,5100,5100,1
2022-01-12,New York,4220.25,3361,6167,16881,4
2022-01-12,North Carolina,6736,6736,6736,6736,1
2022-01-12,North Dakota,2215,2215,2215,2215,1
2022-01-12,Ohio,6873.4,5018,9887,34367,5
2022-01-12,Oklahoma,4124,4124,4124,4124,1
2022-01-12,Oregon,5794,5794,5794,5794,1
2022-01-12,Pennsylvania,8897.5,8839,8956,17795,2
2022-01-12,Texas,6417.384615385,1250,8877,83426,13
2022-01-12,Utah,9129,9129,9129,9129,1
2022-01-12,Virginia,2890,273,7389,8670,3
2022-01-12,Washington,4498,4498,4498,4498,1
2022-01-12,West Virginia,2376,1435,3317,4752,2
2022-01-12,Wisconsin,5620,5620,5620,5620,1
2022-01-12,,,,,,20
2022-01-13,Arizona,3935,3935,3935,3935,1
2022-01-13,California,4388.083333333,227,9886,52657,12
2022-01-13,Colorado,2910,2910,2910,2910,1
2022-01-13,District of Columbia,2926,2926,2926,5852,2
2022-01-13,Florida,6243.555555556,802,8058,56192,9
2022-01-13,Indiana,6863,6863,6863,6863,1
2022-01-13,Kansas,7067,7067,7067,14134,2
2022-01-13,Kentucky,9768,9768,9768,19536,2
2022-01-13,Louisiana,6772.25,5560,7539,27089,4
2022-01-13,Maryland,8745,8745,8745,8745,1
2022-01-13,Michigan,7750.666666667,4480,9386,23252,3
2022-01-13,Minnesota,669,669,669,669,1
2022-01-13,New York,5243,1399,9315,41944,8
2022-01-13,North Carolina,6386.2,3738,9344,31931,5
2022-01-13,Ohio,801,801,801,801,1
2022-01-13,Oklahoma,8435,8435,8435,8435,1
2022-01-13,Pennsylvania,5704,3245,8163,11408,2
2022-01-13,Tennessee,4470,719,7489,13410,3
2022-01-13,Texas,3004.714285714,759,6627,21033,7
2022-01-13,Virginia,3577,2516,4638,7154,2
2022-01-13,Washington,5078.5,630,9527,20314,4
2022-01-13,West Virginia,1966.5,136,3797,3933,2
2022-01-13,,,,,,9
2022-01-14,Alabama,5002,5002,5002,5002,1
2022-01-14,Arizona,2886.6,1408,4443,14433,5
2022-01-14,Arkansas,3332,3332,3332,6664,2
2022-01-14,California,6197,6197,6197,6197,1
2022-01-14,Colorado,4243,867,7619,8486,2
2022-01-14,Connecticut,3965,3965,3965,3965,1
2022-01-14,District of Columbia,4423.75,1725,6376,17695,4
2022-01-14,Florida,4289,1175,8451,17156,4
2022-01-14,Georgia,5841,5841,5841,5841,1
2022-01-14,Hawaii,6787,6787,6787,6787,1
2022-01-14,Idaho,8619,8619,8619,8619,1
2022-01-14,Indiana,3220,3220,3220,3220,1
2022-01-14,Iowa,3283.5,639,5928,6567,2
2022-01-14,Kansas,595,198,992,1190,2
2022-01-14,Louisiana,8098,8098,8098,8098,1
2022-01-14,Massachusetts,4046,4046,4046,4046,1
2022-01-14,Michigan,4354,4354,4354,4354,1
2022-01-14,Minnesota,5065,2758,7372,10130,2
2022-01-14,Missouri,4872,4872,4872,14616,3
2022-01-14,Nebraska,264,264,264,264,1
2022-01-14,Nevada,8352,8352,8352,8352,1
2022-01-14,New Jersey,4580,2932,6228,9160,2
2022-01-14,New York,5618.571428571,1739,8922,39330,7
2022-01-14,North Carolina,3105.666666667,1921,4211,9317,3
2022-01-14,Ohio,4983.75,1132,7866,19935,4
2022-01-14,Oregon,4891,4891,4891,4891,1
2022-01-14,Pennsylvania,3037.1,841,7834,30371,10
2022-01-14,Tennessee,4690.5,52,9329,9381,2
2022-01-14,Texas,6041.111111111,786,8958,54370,9
2022-01-14,Virginia,5958.333333333,3853,8974,17875,3
2022-01-14,Washington,3472.75,40,4617,13891,4
2022-01-14,,,,,,19
2022-01-15,Alabama,2271.5,1649,2894,4543,2
2022-01-15,Alaska,7420,6553,8287,14840,2
2022-01-15,Arizona,4939,4939,4939,4939,1
2022-01-15,Arkansas,2333,2333,2333,2333,1
2022-01-15,California,6219.846153846,240,9746,80858,13
2022-01-15,Colorado,2538,2538,2538,7614,3
2022-01-15,Delaware,2921,2921,2921,5842,2
2022-01-15,District of Columbia,1624.333333333,849,3175,4873,3
2022-01-15,Florida,4939.1,1731,7497,49391,10
2022-01-15,Georgia,4218,4218,4218,4218,1
2022-01-15,Hawaii,5316,5316,5316,5316,1
2022-01-15,Illinois,8957,8957,8957,8957,1
2022-01-15,Kentucky,3618.25,563,9326,14473,4
2022-01-15,Louisiana,6155,6155,6155,6155,1
2022-01-15,Maryland,7922.5,5800,9395,31690,4
2022-01-15,Massachusetts,2065,2065,2065,2065,1
2022-01-15,Minnesota,721,721,721,721,1
2022-01-15,Missouri,3299,2569,4029,6598,2
2022-01-15,Montana,6343.5,4647,8040,12687,2
2022-01-15,Nevada,3776.5,2468,5085,7553,2
2022-01-15,New York,7710.6,2949,8918,38553,5
2022-01-15,North Carolina,5829.4,2352,7552,29147,5
2022-01-15,Ohio,5967.142857143,3237,7817,41770,7
2022-01-15,Oklahoma,4773,1897,7352,14319,3
2022-01-15,Pennsylvania,6316,128,7942,37896,6
2022-01-15,Tennessee,4219,2714,5724,8438,2
2022-01-15,Texas,4749.714285714,2567,9844,33248,7
2022-01-15,Utah,7499,7499,7499,7499,1
2022-01-15,Virginia,3551,802,9921,17755,5
2022-01-15,Wisconsin,3982,1437,6527,7964,2
2022-01-15,,,,,,7
2022-01-16,Alabama,6127,6127,6127,6127,1
2022-01-16,Alaska,6874,6874,6874,6874,1
2022-01-16,Arizona,6473.75,1186,9131,25895,4
2022-01-16,Arkansas,2741,2741,2741,2741,1
2022-01-16,California,4844.461538462,428,8934,62978,13
2022-01-16,District of Columbia,4548,3853,4865,18192,4
2022-01-16,Florida,6644.2,2344,9951,66442,10
2022-01-16,Georgia,1614.333333333,157,4505,9686,6
2022-01-16,Idaho,9582,9582,9582,19164,2
2022-01-16,Illinois,4174,4174,4174,4174,1
2022-01-16,Indiana,2080,1011,3257,6240,3
2022-01-16,Kansas,9971,9971,9971,9971,1
2022-01-16,Kentucky,2142,1539,2745,4284,2
2022-01-16,Louisiana,3250,3250,3250,3250,1
2022-01-16,Maryland,6644,6644,6644,6644,1
2022-01-16,Massachusetts,2365,2299,2431,4730,2
2022-01-16,Minnesota,5236,5236,5236,5236,1
2022-01-16,Mississippi,607,607,607,1821,3
2022-01-16,Missouri,7262,7262,7262,7262,1
2022-01-16,New Hampshire,3886,3886,3886,3886,1
2022-01-16,New Jersey,1777,1777,1777,1777,1
2022-01-16,New Mexico,1667,1667,1667,1667,1
2022-01-16,New York,5578.363636364,1159,8354,61362,11
2022-01-16,Oklahoma,4965.5,3544,5622,19862,4
2022-01-16,Pennsylvania,9881,9881,9881,9881,1
2022-01-16,South Carolina,6777,6777,6777,6777,1
2022-01-16,Tennessee,5756,5756,5756,5756,1
2022-01-16,Texas,3868.444444444,1640,9779,34816,9
2022-01-16,Virginia,6811,5519,8103,13622,2
2022-01-16,Washington,5793,5793,5793,5793,1
2022-01-16,,,,,,10
2022-01-17,California,4750.818181818,979,7560,52259,11
2022-01-17,Colorado,8948,8948,8948,8948,1
2022-01-17,District of Columbia,2877.333333333,911,6810,8632,3
2022-01-17,Florida,4186.4,586,9859,20932,5
2022-01-17,Georgia,3305,2978,3632,6610,2
2022-01-17,Hawaii,7738,7738,7738,7738,1
2022-01-17,Illinois,836,812,860,1672,2
2022-01-17,Indiana,1673,134,3212,3346,2
2022-01-17,Kentucky,5274,5274,5274,5274,1
2022-01-17,Louisiana,6149,6149,6149,6149,1
2022-01-17,Minnesota,2083,2083,2083,2083,1
2022-01-17,Missouri,6912,6912,6912,6912,1
2022-01-17,Nevada,9731,9731,9731,9731,1
2022-01-17,New Jersey,3789,3789,3789,3789,1
2022-01-17,New York,561,561,561,561,1
2022-01-17,North Carolina,3103,3103,3103,3103,1
2022-01-17,Ohio,9420,9420,9420,9420,1
2022-01-17,Oklahoma,3997,3020,5951,11991,3
2022-01-17,Pennsylvania,7181.5,3156,9912,43089,6
2022-01-17,Rhode Island,6334,6334,6334,6334,1
2022-01-17,Tennessee,6390.333333333,3397,7887,19171,3
2022-01-17,Texas,5009.2,1518,8499,50092,10
2022-01-17,Virginia,6728,3822,9634,13456,2
2022-01-17,,,,,,6
2022-01-18,Arizona,3324,2036,4612,6648,2
2022-01-18,California,6212,166,9997,55908,9
2022-01-18,Colorado,7946,7925,7967,15892,2
2022-01-18,Connecticut,9980,9980,9980,9980,1
2022-01-18,District of Columbia,3737.666666667,1880,4958,11213,3
2022-01-18,Florida,6864.875,4150,8415,54919,8
2022-01-18,Georgia,455,455,455,455,1
2022-01-18,Illinois,4924.5,2380,8404,19698,4
2022-01-18,Indiana,2610.5,1285,3936,5221,2
2022-01-18,Kentucky,2812,1833,3791,5624,2
2022-01-18,Louisiana,1739.5,1162,3472,6958,4
2022-01-18,Massachusetts,4834,1542,8126,9668,2
2022-01-18,Michigan,7594,7594,7594,7594,1
2022-01-18,Missouri,6902,6902,6902,13804,2
2022-01-18,Montana,7033,7033,7033,7033,1
2022-01-18,Nevada,2937,2937,2937,2937,1
2022-01-18,New Mexico,798,798,798,798,1
